0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.16588032148861231,0.16468854119448043,0.16260937199358672,0.16189768722113254,0.16321885212619305,0.1653867262276029,0.1678710271114476,0.169233826285963,0.16913526949499627,0.1693022880919668,0.16996645700777632,0.17100040809032707,0.1728110687231258,0.17352087789710607,0.17381547919851606,0.17417681275849245,0.17484563493412977,0.17549163054897823,0.17597387032739323,0.17545323921749803,0.17550109937633823,0.1757764720274448,0.17559571595324858,0.1752199967045157,0.17417902995666457,0.17222958473435032,0.16939674124780976,0.16646605203763157,0.163736115769437,0.1606897203253465,0.1570023898589384,0.1543878234566922,0.1512787295918119,0.1464717373947339,0.14072989185302362,0.1339847579230788
