,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25,PCA_26
0,4.1825486024957925,3.4408388741719924,0.27731615870838533,-2.141735999114546,3.662859819179199,-3.1056625659420027,-0.8416835566827731,-1.106194809707432,-0.1824508588886277,-2.917722746730566,0.7466118337105846,-2.3623180331720337,0.5648334945671646,0.9497695313504588,-0.536149028913561,-0.4511908497472443,0.3389674083220781,-0.36018377443941246,-0.3742822499686093,0.7192491299045345,-0.0205331588806992,-0.7304814352936122,-0.411218950685719,0.10380538422665161,-0.10929062952301331,0.6085534052394884
1,5.240931878224822,5.163359524207453,-0.35762509273888177,-1.8814482192376976,3.280655961259893,-2.0081701006117627,0.8120007979846627,-2.7257769215604233,1.1331871958263906,-0.37146337341807856,-0.5131207485941981,0.6468042440604329,0.837515686581139,-1.0944634750595297,-0.11074413038123494,0.25037140741478336,0.34153556167120935,1.0470656838459529,0.8734984693786569,-0.7803661697672514,0.1304866851994189,0.6249676546873579,0.36015677001847873,0.16055279841102948,0.053551232742826346,-0.2584641499298907
2,4.82181391549461,4.892647404198244,-1.050675387968676,0.31375681814172357,1.8493152825645622,-0.8134440793173283,0.1167478541418597,-0.14173438614103218,0.46998882522998203,1.9668010517423675,0.21052886784458213,1.659370019307442,-2.0509023621734506,-1.1948624210917942,0.02343415544436622,-0.39934624139429864,1.301430587107912,-0.5292639378210374,-0.8008124259360657,0.20118320028360223,-0.9046916820823007,0.5262473729908793,-0.738666134284888,-0.2808271536065703,-0.0809614368320675,-0.2442334191901349
3,4.179992139180611,3.517430419289857,-0.6322708372659023,-0.07999221564404024,-0.057139481960958166,1.1568198467725357,0.8961617918609722,1.2078018604812661,0.8832942818354368,2.576695445803239,-0.13914667052799343,0.2738986508218492,-1.8478275728408782,-0.2150465478511772,0.245263696668813,1.306382918791149,-1.378518723491157,0.7378575270098551,-0.742675135100527,0.6356104866158039,0.4664565923963946,-0.4587443316763061,0.33237753235033585,0.16619404291676526,-0.29435562848287894,0.3535770698110718
4,4.407700492139961,2.4238450632815365,-2.2996178838951753,0.1740552157390296,0.1419566453750631,2.50203568818732,2.297752063007927,1.3974051618539656,0.6192717076141582,1.2161179579760815,-1.009066260751331,-0.19077512315371375,2.744866092001219,0.3808486634195734,0.2706438778891988,0.09899622134821458,-1.027557071639619,0.013499579983243875,-0.6157216673202209,-0.7884539404489206,0.4787894921648303,-0.41590897418542544,-0.30903287445751076,-0.10023419184906593,0.3365707276743551,0.16047214352174055
5,3.951805317607003,3.8173030432775277,-2.926361376719814,0.7948042756803844,-0.003858036590297911,1.3363438113503268,0.3959771275453479,3.1984577264155214,-0.8897192703939398,-0.13361364990285152,-0.3398704829363092,-0.7028419719471964,0.5017767572548926,1.7057737084925064,0.33950166015776273,-1.5607311506920376,0.7310260109797931,-0.27641668653842855,0.21385163501139212,0.498359655122912,-0.011688705340648874,0.3172255118149524,0.5111920612762856,0.18468805427387036,0.06280922966895984,0.15543371711181478
6,3.031703276314819,2.0488081674892795,-0.13464056335298874,1.829801708618753,-1.8622381354650275,2.038257692099948,-2.2064293646304787,2.426734415162812,-0.41823783124810593,-2.03962167642734,-0.4036368187151825,-0.2703139120261096,-1.473931360403419,-0.5580027508377953,-1.3801285715327554,-0.5402999977854364,0.25758245243925365,0.6802354854659954,0.8660804525685162,0.0980054574277645,0.7040505711466231,0.041787090134812174,0.6478752679071532,0.20237586201361493,-0.461116382992607,-0.6440918119507838
7,4.1709365572433885,0.8571218383727799,1.2184014900128564,1.4558749796743808,-2.206504052599269,-1.6802308363638971,-1.1991470314920274,2.151568713941287,-1.0048506915413369,-1.052115808243763,0.6072995469509986,-0.1570293896651684,0.3066808151696282,-0.30767914106932776,-1.4379184524240427,1.6190889234992816,-0.7970956743548885,-0.3281940745105386,1.1302417251572558,-1.1581893047268825,-1.1591609002509158,0.4493553598821684,-0.23052147124053973,0.10092165771395588,0.651368247114272,0.17152540848682057
8,3.867285513443733,0.618483966142543,2.4094676719398804,0.5546039352173963,-2.6805058058297817,-2.5530780754654083,-1.5096133001174392,0.6475306740244259,-1.2265214127406274,0.6558050437186231,-0.20707517317067833,0.4891884945541406,0.6523561103903963,-0.16964410836930768,2.39099770176537,0.11712733605039206,-0.29365333228386037,-1.5565406549168213,0.1532606434939694,-0.08750833818321395,0.5500412868635165,-0.641728565447606,-1.0690863873794034,0.07592893031825446,0.3998831509883103,-0.7175081216808706
9,3.340190715900751,-1.0565871788871042,2.6942279567377203,0.9261117510510704,-3.0297986688751064,-1.0483319893907501,-2.6898959057143017,-0.6135293571296201,-0.19402173339055087,-0.12127056279373387,-0.6932102572097207,0.4194320189352937,0.11548588982968586,0.30740943311394753,1.4628532655505357,-0.8274756449538534,-0.3200816864212601,0.34047224327150677,-0.3656705354614339,0.7810410179666493,0.3511942193387357,0.9751223872563837,0.4258622460489632,-0.01248318596721738,-0.7409611752328402,0.8180088254946288
