,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8
0,9.680894929361125,4.473507201178503,-4.459071522881124,1.9320450714632373,0.16623810439428713,-1.2805016575295345,0.6358525206376128,-0.5688072121453147
1,9.611093540759533,4.012123344083312,-4.039817375793955,1.6393869601704758,0.5943977493494896,-0.66794171726524,0.34230587990675315,-0.044838218918574944
2,9.459248684693142,3.246381292113623,-2.297653602964891,0.7129674013672624,-0.03911014207379806,-0.1849526068753639,0.03673382450892118,0.37033783647403945
3,9.526636088907603,2.9269054684538958,-1.2281123922339774,-0.2652689322304983,-0.5152638674491655,0.7870664080312134,-0.17734084992115456,0.6564374185544272
4,9.008475134088538,2.2248025187697733,0.0695314474862991,-0.7986867594916952,-0.7998371325243782,0.8899919158923839,-0.662357853068997,0.3710870187075267
5,8.518925582688322,1.581490407243486,0.6274366886201314,-1.0118121642917963,-0.8533038562927757,0.8193290552834922,-0.3313922877150008,0.3448761269868484
6,7.86388693907973,0.8632551165336408,1.6081238723898914,-1.1520143026923408,-1.4356504540795998,0.6260831731550771,-0.8658403902102795,-0.01753463751279112
7,7.301046833379515,-0.34168718131747583,2.401200694617389,-1.4007383211966427,-0.7927245692534393,0.6922093865713802,0.25008445363093273,-0.5689519638357574
8,6.322527076956733,-0.3671738534637949,2.6088050928482733,-1.606056074650216,-0.4172295525474729,0.5972236027936147,-0.014849829257187835,-0.6764465060086624
9,5.724632566512147,-0.9485039114654028,2.6262856935072576,-1.0534292267793581,0.07938154704457372,-0.14256073512010844,0.2603259669139631,-0.7785263868412586
10,4.914598768417216,-1.515352527156343,2.7444545317086333,-0.6111120728355509,1.2180321169327868,-0.2732935413511544,0.722194141728116,-0.7247789477071195
11,4.028553993071426,-1.789447542308682,2.363123340448731,0.020901318301025668,2.076939244475671,-0.9246839140548403,0.776900694551039,-0.2675938812584476
12,3.4893681889055874,-1.891910456908951,2.187897859342151,-0.08779500221420508,2.2990338142003806,-0.8529951148456147,0.548356788341618,0.05536280326992457
13,2.5816516390042046,-2.3002388127365885,1.6488464427242213,0.10118363069827785,1.7505938548903022,-0.22452227959307516,-0.14553233626077514,1.0079456420301394
14,1.4484047122915165,-3.166949569110414,1.2211112895555265,0.7506179931260036,1.1055402006459216,-0.3272625013813845,-0.762260081660182,1.0277027813629844
15,0.9509236323538159,-3.534287708476353,0.6865620810777054,1.2358889786097353,0.21352479692530887,-0.3403363035139062,-0.6819265884182129,0.7760901407237049
16,0.2642882325045971,-3.752874527855448,0.3970663329097363,1.4827401404014096,-0.749717034772411,-0.3777086082637425,-0.6824420967487642,0.26953181819476607
17,-0.6890284155985223,-3.999540480107604,0.3330161013310246,1.8398373636943322,-1.1372423907064269,-0.5213993375132525,-0.8760554019035047,-0.09629466408084365
18,-1.423974804457274,-4.163380310058164,0.046574547661296505,2.1454415967132876,-1.4063859054948216,-0.891780455537345,-0.08947816596827483,-0.4413316592038053
19,-2.0847769301147174,-4.050191916715663,-0.1500325503430867,1.1969135565682358,-1.785548122733373,0.1705640733443922,0.41268097618249877,-0.3948198744310806
20,-2.7951555390769944,-3.61189487975272,-1.0709861653061967,1.0890578635348154,-1.0487153712133908,0.51652572673902,1.0346937128361826,-0.29364985369993435
21,-3.7520995181543837,-3.241536347174383,-2.551354536734057,0.5615819359798206,-0.3385455845170854,1.3083290348994305,0.5834598144725378,-0.1861205908305028
22,-4.006307423304631,-2.7174450577585456,-2.6355562147343448,-0.3748390693109048,0.22311848110231128,1.54793152494284,0.49191490674192584,0.20962531165901124
23,-4.300838174951621,-2.190476465344738,-2.961470344422354,-0.8360296946197301,0.6949220335597387,1.395525255203348,0.4436439697015645,0.12299161881361505
24,-5.021872595792302,-1.1407268154519972,-2.9155046329621395,-1.3372791849161751,1.4701735031739596,0.9725319643202176,-0.018503309655852295,0.07324267049817829
25,-5.190444994552589,-0.7273307505254765,-2.8019704415281836,-1.3889084106080556,1.3596997841590892,0.3967847675909533,-0.46266217108973373,-0.4588779538885056
26,-5.747726027715451,0.42360985440796567,-2.156870748736553,-1.7079859235957338,0.5222946250140377,-0.5511349714649415,-0.8873262843876247,-0.21730462808185874
27,-5.953350512603154,0.5644592331240799,-1.9550237397984203,-1.4292905483231768,0.09767316797435262,-1.4653629307979688,-0.8339303900283005,-0.34288778356447785
28,-6.273350302656109,0.7305994532786478,-1.0767878483212987,-1.6877761662387913,-0.6122102420023743,-1.40085950167297,-0.5003098850354422,-0.18316604368243064
29,-6.594532092765635,1.1171053121330388,-0.26149583296980283,-1.943622702584466,-1.0979094327626266,-1.3447554365520762,-0.27320090428997534,-0.18517701365676692
30,-6.871405295624864,2.1777082702341217,0.7922449715200119,-1.1653900216665858,-0.9709194278081974,-0.8435252108774953,1.2386418674661168,0.9354394352289848
31,-7.397584213565621,2.7201625883708864,1.358133029870586,-0.6934990349192567,-1.1182939083999448,-0.7743879133901449,1.104500884700254,0.9137249385372127
32,-7.303947940698267,3.8470454583210123,2.3288493666289076,0.5043527812266667,-0.5657751623007601,0.4452661340611726,0.6934892148212467,0.573551486148742
33,-8.140049201245574,4.77579674955241,2.384766857514551,1.3970672013346033,-0.08405426179653426,0.4946437217486607,0.08026387613996516,-0.5891260457390647
34,-8.310087306908228,4.8132883447268116,2.1603342261776244,1.6835348936283514,0.5893946661026244,0.7141331357279951,-0.5898422706226969,-0.42905574212559505
35,-8.838625253188804,4.9527085011635315,1.9673434817904403,2.2580149263476397,1.3074787287837393,1.0158258572949665,-0.800792397039288,-0.24265743997731162
