,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11
0,-7.087084009195635,-5.023603742694511,-4.804864532774508,-2.7394104213234236,-2.237040932956496,0.27008775457973483,-1.680310468563477,-0.1878092256396362,-0.5717067384142629,0.2938933497076276,0.25018358786681355
1,-6.7769977086036866,-4.92062366321734,-4.650958404823638,-2.3692574377379847,-1.4823597746514463,0.3272844302096032,-1.2006848291978205,-0.22043934434636084,-0.2730454780120312,0.04518480094453675,0.06493962849929749
2,-6.003070875146516,-4.899669444279,-3.7371967662431897,-1.3527435665311616,-0.2575779707554525,0.23498319775332707,-0.1256273285931702,-0.024005181327206568,0.2745650818538586,-0.07966003900470098,-0.036278631612973185
3,-6.090462681204248,-4.307748043028726,-2.2238559705362984,0.11498709730665632,1.6823581902176357,0.1819808442362921,1.692024915479125,0.2260798653722298,0.6430735008984556,-0.5719269940725568,-0.1609634282251916
4,-5.776513889884032,-4.085769613702939,-1.3028348870879591,0.46514616988583973,2.1629982915915296,-0.0427731096125129,1.8234031211241424,0.3841115429536556,0.6195131813820784,-0.5877705281355524,-0.1157400303853822
5,-5.474627281625399,-3.6823131743692423,-0.3509246225606403,0.9296917915241963,2.4753831065841543,-0.1233952126741483,1.6425319003246923,0.44677428930704877,0.29422189357024764,-0.46399723487384653,-0.09618571608365668
6,-5.467930713192494,-2.8408852132073,0.8424557983652069,2.0638627520464174,1.3253343031632288,-0.7600622796253438,0.9981592418089411,0.08128882188986597,-0.7728040007733852,1.1687191262422658,-0.1349571772543644
7,-4.848130575064624,-1.7588006723117198,2.0351488888159763,2.652138061553569,0.862320144571202,-0.7178756477678301,-0.543350741953422,-0.3591233421862395,-0.8665206377480447,1.2733103600516857,0.21641683314453244
8,-4.58671480612999,-1.2491454514509912,2.165610725465959,2.162983322123334,0.492064668972748,-0.8320418251307637,-1.258216220499419,-0.5345706118949948,-0.4534751776594464,0.4493473884469876,0.33943516600228085
9,-4.237146879385348,-0.5347724503054507,3.250130666912338,1.8907909121146302,0.10561636065304368,-1.2479368474456063,-1.6406812328038445,-0.75196377954979,-0.07287494268926496,-0.4103214722370103,0.379688438504533
10,-3.9606566253651834,-0.08613281322113166,3.572089709036062,1.37760573326164,-0.7820090019974097,-1.1185865502516887,-1.4924792312970607,-0.09081618413635854,0.50558084282109,-0.8898085858263213,-0.027157553767323366
11,-3.8903920786226514,0.6155128754048443,3.618118938049353,0.6713322731585135,-1.5115247547045652,-0.5026382792451638,-1.1630923688153523,0.42001143330217966,0.8273003430555079,-0.5697021352912467,-0.445514213352425
12,-3.6877522304480053,0.8215900302491985,3.4467801312095534,0.19017301248434507,-1.9157386598984012,0.06726264072681991,-0.5637103541847175,1.0119071103244246,0.731378442232339,-0.2844721981122449,-0.8128267963289598
13,-3.348921326885599,2.0378601506197564,3.5967033253635208,-1.0568056635485306,-2.2981654242993486,0.8397198260481855,1.0748440732127083,0.6825631715639694,-0.16927160516128054,0.1337943677793948,-0.5510034558419961
14,-3.077260103475686,2.760762265302229,3.140653330097328,-1.127154651623127,-2.1190966529502036,0.9188506748403725,1.5913876568247105,0.2133900871386502,-0.5569146959144625,0.17628632788112236,-0.42536473733745717
15,-2.5492772289480268,3.1856837167120156,2.5597751734032634,-1.2462649870863394,-1.52301649474883,0.7423412965132371,1.947786327355029,-0.041799717513682756,-0.7254211665244209,0.17461866951283728,0.2007262348836239
16,-2.4064797781512013,4.079071146631014,1.8084505778177822,-0.9806170480467198,-0.6259063078521171,0.7752352908874947,1.1512038087607488,-0.7387121605447099,-0.39300802265678697,-0.31342856519079837,1.035263231246596
17,-1.984142176012757,4.704232569801099,0.7963270468340793,-0.6890243066270175,0.31365154884730595,1.0658345020529154,0.4908408182975913,-0.9790395505365824,0.3511288165321235,-0.32252876748190257,1.246331343449141
18,-1.4342755953510928,5.405797307853446,-0.27906539401197444,-0.9759891719711296,1.6478678065655354,1.1447006940929279,-0.5929008083342262,-1.338843196748589,1.0192302135694233,0.1079061206144553,0.7629396837931823
19,-0.659795916900194,5.262184531053124,-0.8331647139574818,-1.0019682278847248,2.171439017594565,1.5782939906610487,-0.9242088185316008,-1.1161151853717821,0.4474375934819557,0.45414724734499035,-0.916971597227878
20,-0.17411998031226802,5.029095208195307,-0.7369374357218964,-1.077209677390586,2.201477119451753,1.2802232344487587,-0.9163981039391591,-0.7042511658076529,-0.025053276876113768,0.5875003626869417,-1.3992791243605522
21,1.0195580038293313,5.196841679451827,-1.4352336009603917,-0.8528908246370556,2.1766282681356,-0.6828372083973064,-0.8388901749739457,1.9964489820511557,-1.2750902528054013,-0.7096123238672822,0.4077230543143131
22,1.5789080187007705,4.727090779280248,-1.5263014711940575,-0.561060634770454,1.4563766416670894,-0.7619680241530985,-0.681855067101152,1.4598087462123264,-0.634288315171526,-0.34177847459728306,-0.052146329085229245
23,2.2760113846072634,4.3360792055980655,-2.1395578879582344,-0.27611800253846464,0.4277346568751118,-1.0295209033521258,-0.4737081051051798,1.3021049918880678,-0.18825432986640805,-0.1138803590129341,0.1213874875499216
24,3.123827777968804,3.73205032081296,-3.051181286496644,0.5629078341138617,-0.8231381584426459,-1.9685880872017947,0.37752881409795147,0.7264541629267877,1.1408312958740852,0.93482328953932,0.16137990470373406
25,3.565103465016029,3.0449788941453506,-3.4040165169681265,0.6836985672041849,-1.5520477057729896,-2.091416431806224,0.6109498700618552,0.35818320680490484,0.8345076451459293,0.7989686155380463,0.24828748663848033
26,4.557726182861182,2.1196985821683185,-3.4416530766084423,1.1141265979965655,-1.5497656360021204,-1.6448895202575518,0.7761442702667748,-0.9192196508160766,0.22841626185635105,-0.06800521367203043,-0.0209628403180599
27,5.477335944081049,1.0694848250298528,-3.5340634149626653,1.6881993283169388,-1.5343441299650444,-1.0520929489083404,0.7205503601211981,-0.8688820827306445,-0.3926668120526116,-0.3246010999420794,-0.5180773695759395
28,6.278107581220216,-0.1343753166332425,-2.589400250967195,1.9997467641094573,-0.7453877358667595,0.5647596097464344,0.25401162686503376,-1.0688826040175319,-0.7743861266529066,-1.0060692153634845,-0.27081179827849444
29,7.002896941730905,-1.3717860527619148,-1.6591704566523153,2.1281823855281896,-0.4054307429458445,1.8119922980486431,-0.1023785532713131,-0.572593414849483,-0.5947719292245857,-0.6577894762237184,-0.27024107214238424
30,7.455479467147048,-2.8253292009238122,-0.5164272543348843,1.5114434532740855,-0.3885135786191531,2.6382850734582655,-0.11311274517428863,0.46425599811493146,-0.015420696561653667,0.19692086098613903,0.020415177083691664
31,7.285250190495672,-3.428327678999297,0.6174584670549076,0.9974156285292243,-0.2272178675212631,2.4966989934917296,-0.5342792657064894,0.8392515505363669,0.50727127410201,0.369896211405425,0.36628936770784704
32,7.386096370171612,-3.779895195912071,1.3564488104531782,0.3076570097970058,-0.09194638528256507,1.9294289008141394,-0.8471601057341782,1.118965344731186,0.5618383929137934,0.03332536862360495,0.5612167212768995
