,PCA_1,PCA_2,PCA_3
0,-2.2299195341744604,-1.1675227481299122,0.44728490855452296
1,-2.2299195341744604,-1.1675227481299122,0.44728490855452296
2,-2.2299195341744604,-1.1675227481299122,0.44728490855452296
3,-2.2299195341744604,-1.1675227481299122,0.44728490855452296
4,-2.2299195341744604,-1.1675227481299122,0.44728490855452296
5,-2.2299195341744604,-1.1675227481299122,0.44728490855452296
6,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
7,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
8,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
9,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
10,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
11,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
12,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
13,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
14,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
15,-0.7608405023468888,0.6728611420568228,-0.8391030325370101
16,0.5354331409538802,0.7137258929993571,0.6997292240179899
17,0.5354331409538802,0.7137258929993571,0.6997292240179899
18,0.5354331409538802,0.7137258929993571,0.6997292240179899
19,0.5354331409538802,0.7137258929993571,0.6997292240179899
20,0.5354331409538802,0.7137258929993571,0.6997292240179899
21,0.5354331409538802,0.7137258929993571,0.6997292240179899
22,0.5354331409538802,0.7137258929993571,0.6997292240179899
23,0.5354331409538802,0.7137258929993571,0.6997292240179899
24,0.5354331409538802,0.7137258929993571,0.6997292240179899
25,0.5354331409538802,0.7137258929993571,0.6997292240179899
26,0.5354331409538802,0.7137258929993571,0.6997292240179899
27,0.5354331409538802,0.7137258929993571,0.6997292240179899
28,1.8203405671336363,-1.03602320597263,-0.3361787267716147
29,1.8203405671336363,-1.03602320597263,-0.3361787267716147
30,1.8203405671336363,-1.03602320597263,-0.3361787267716147
31,1.8203405671336363,-1.03602320597263,-0.3361787267716147
32,1.8203405671336363,-1.03602320597263,-0.3361787267716147
33,1.8203405671336363,-1.03602320597263,-0.3361787267716147
34,1.8203405671336363,-1.03602320597263,-0.3361787267716147
35,1.8203405671336363,-1.03602320597263,-0.3361787267716147
