,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10
0,-9.380270313976554,-2.8313628993949607,-6.358169019430115,3.321058568378076,0.1949297303811635,-1.413092944415752,1.3563219460714184,0.5112461067079496,-0.06535273130089118,-0.38551118953747243
1,-8.720190464766736,-3.0778360436927765,-5.193292723731857,2.530783370313494,0.20078007282064603,-1.0832718360887323,0.6408211299892975,0.0725851787381191,0.12299835774708226,0.0764068478767544
2,-8.634813873069334,-2.893771520960714,-3.2959567749124785,0.9659702141192545,0.1337314695716004,0.10842844613789494,-0.9532409015351854,-0.5046353480029687,-0.07448784433397475,0.4240760584800595
3,-8.232085934312948,-2.592436002023198,-1.5785396758688768,-0.34311781378755196,0.024043959518238338,0.8485826368776449,-1.5419641850206542,-0.512445005714628,-0.33345191199414487,0.019788760369166068
4,-7.669086734580391,-2.579386066859564,-0.8026031121311475,-0.968702516621271,-0.06370068575618329,1.1168886172168606,-1.0489398605912055,-0.4265485726394157,0.1600500749116598,-0.10398594501896563
5,-7.231065646970581,-2.6174487293767017,0.30722517235318253,-1.4056103395448132,-0.010242506227810873,1.2320177254833988,-0.8014294981393558,-0.1469652576322158,-0.08252322466495299,0.007248959549603144
6,-6.487298007291857,-2.490823125723672,1.6721165810260918,-1.7369483357621747,0.10195530688160351,1.3022558745929953,-0.32870186649254673,0.15004617609378315,0.17696908201636083,0.05975333858812184
7,-5.669744257682928,-2.0254640195194846,2.6740886683903002,-1.7462349806807271,0.17049517900331784,0.9585808394875344,1.0768265972233453,0.6646735607769518,0.5057556906915501,-0.2066015423141147
8,-5.396635369994697,-1.5361996214362186,3.1319580664452458,-2.000910232411885,0.35731930120139294,0.6310451531283676,1.4089529628655875,0.8873646714705841,0.6214043258411664,-0.0031719621002017032
9,-4.336516180890448,-0.987470768387059,3.6607327666442044,-2.033282229195614,0.28494329687360936,-0.37386709415156516,0.8985576677256898,0.7839489178682041,-0.40827777547271077,0.19107963579891651
10,-3.6930856382474424,-0.11208067336166376,3.952289503642522,-1.2307382063372811,0.2666664408361806,-0.7860637212715934,0.7511011401856568,0.02222880805200496,-0.38726603764539924,-0.011030353232729375
11,-3.1402475827848035,0.6285341804240274,3.603688350537547,-0.5244566372010407,0.22532383900368863,-1.1801436722856347,0.32615961556827683,-0.6638794535752622,-0.45246339761547677,-0.12357897224824312
12,-2.6493532237949817,1.5245191336488757,3.5312235992190044,0.18952595627228921,0.4999761152125625,-1.6084949043172492,-0.19492284490128076,-0.8263351606594268,-0.5481045777707176,-0.07438927657237082
13,-2.0534788992559854,2.0564375931073324,3.343642752187712,0.13222614997619447,0.21321562144896405,-1.4011589713201253,-0.4483549021114782,-0.8280651167902237,-0.32831720282276866,-0.05296223161784832
