,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
0,-6.949809580468397,-5.179228717465761,-3.8254906273568325,5.792513400743777,-2.166583644023211,-2.485587490600747,1.0963935851441098,1.4609639046949348,0.43872934571160555,-0.9681779387290714,0.31506201615581736,0.4332303128987274,0.15463193821000948,-0.16242469951379881
1,-6.421229970304159,-4.8747270482296905,-2.5892352753572125,4.377878261353059,-0.710439823907427,-0.13868976147816922,0.5094085255343183,0.213068563256472,0.35900017186617095,0.5584123274514629,0.10873624282115373,-0.2838903819542986,-0.29569760462787636,0.07514490267751019
2,-6.376060505451663,-4.28623148606506,-1.962835917887907,2.859492825352801,0.5602010855241853,1.266620242367487,0.2622737832519526,-1.413527683652105,0.5121120187524768,0.8131716348313586,-0.48192249832133416,-0.48216986900611053,-0.46074458146969305,-0.14973870223412478
3,-6.1415808458631265,-4.2566599825943445,-1.2461232416749006,-0.8121822939555822,0.7212350691495665,1.812705985788573,-0.8466029300228595,-0.38354679492313787,-0.3906280574472276,0.686386256566513,-0.607528395201447,0.1983692109065944,0.4673770716534782,0.6522420386577957
4,-5.964848371903973,-4.3364190600874615,-0.8129954213713555,-1.4828217133498995,0.7804484318823817,1.5758398214076181,-0.8499911028390577,-0.1482514355971939,-0.23790539831678412,0.35451759489291823,-0.3345642993761132,0.17794818147774402,0.43709587397893396,0.44071656854534813
5,-5.492810571544449,-3.99612176473891,-0.4156825909623436,-2.004295538734974,0.9164702637219923,1.577921085574916,-0.9913682495217975,0.16674940539962005,-0.4694214433858173,0.07621336673118215,0.5274222434025861,0.19773189758245774,0.09450420999361277,0.014290245107771006
6,-5.313773352329742,-3.1030208824436154,0.39380625641124684,-2.6692044967645203,1.068476828808703,1.2893946384527248,-0.6884197296138694,0.2694415261004043,-0.43295354352986887,-1.055897429915848,1.0088476935613404,-0.053580930642872324,-0.09906591079868646,-0.7248335535568552
7,-4.525885640216859,-2.0628682155405262,1.2371886990380516,-3.089617835436568,0.8040816830311556,-0.1721290091231703,0.26153657689239923,0.5136037818405232,-0.21267352077549,-0.9384339559648538,0.31003324618133643,-0.04023088482702238,-0.24554864818432748,-0.4471124743263484
8,-4.251307286115667,-1.2836576896499472,1.629576741333829,-3.506070482952023,0.9170635806071985,-0.9924804011789973,0.48502388844528443,1.1331572280875934,-0.14283759696998508,-0.7580918365820908,-0.12362980457636924,0.23531001070251162,-0.38292324672210826,-0.03533082890736265
9,-3.866925269085872,-0.1907132858406211,2.4565499656153427,-3.4667835220315104,-0.0016941694657495294,-2.103604907558386,0.45239428868805986,1.176218497246929,-0.21419571875370294,-0.13192405737189955,-0.5887909080600018,-0.39307551372504684,-0.1472121792982171,0.4111101796949006
10,-3.4210385680209634,0.8133950486017307,2.1492416040737115,-3.206843388527213,-0.34084322701255193,-2.261624115703856,0.9069780746004632,0.040403995621493737,0.679388141520437,0.43650315113868,-0.6717838798485708,0.0297081091498714,0.12056702357931555,0.08506815549207583
11,-3.366684365989096,1.2706694647568526,1.9658117176232572,-1.8766208070840757,-0.4851776005613571,-1.5098874044627022,0.9140236970807175,-0.9652046320275168,0.9346461017840003,0.7927245125786104,-0.07625355337502346,-0.6379679935724193,0.1868444293755562,-0.1878941995573931
12,-3.107409564432526,2.0577430158670045,1.7593118952801188,-0.7149641808621107,-0.5462645043945019,-0.9240128727482099,0.5506320563761475,-1.3324357883964622,0.6989074140042616,1.1213322964231747,-0.08416419926260249,-0.7960276999961156,0.03461278313834502,-0.418339185080726
13,-2.7174669950691928,3.2520808627955016,1.637338889474157,0.4207953868509839,-0.48545065712547386,-0.7359870941291804,-0.25466354407439934,-1.8164353725223261,-0.31559360597556246,0.33269812836509444,0.34331909841290337,1.4314158215246653,0.34836769839815196,0.4458180212583626
14,-2.2176391404376483,3.6495121296847333,1.9123873641704343,1.196395653445212,-0.3885397575551489,-0.6123262609422386,-0.4054567558255112,-1.6743074254824397,-0.6104338807734613,-0.11683326137774487,0.7524182957831921,0.8864364970081089,0.2575767259447389,0.3914229226242487
15,-1.7513827417226198,4.039570824237437,2.249063499626087,1.55664435745303,-0.6422474780415376,-0.5204062606913994,-0.5606115947821209,-1.1590351137205006,-0.3029894114516014,-1.1446877403853297,1.0117383948349918,-0.40673084067989623,0.14022486583785448,0.3807985580485029
16,-1.619057244948328,4.437272585294068,1.9943799968865292,1.704429845678493,-0.8159191345101042,0.09256896802464744,-0.6890876947790634,-0.6611937200648823,0.08278682604063833,-0.5620616096172394,0.22766743722930533,-0.3087077478873335,-0.217794074377357,-0.08545747281155189
17,-1.4780697201879183,4.381943489875722,1.8251723457999518,2.090344649525399,-0.6309405398995862,0.6050387770517897,-0.8336203901887947,-0.11578163952168893,-0.34028861625231455,-0.1715528668564518,-0.7194240827438775,0.24471674436142998,-0.5370642995229531,-0.5517005774619445
18,-1.0514123928868033,5.048100329054315,1.716155573862245,1.9147036321119622,-0.9324802987273693,0.719678116443969,-1.2783092519695953,1.247318381496683,-0.7499104390450476,-0.01176505589564176,-0.9963686844520695,0.23663815360439425,-0.3996943132369145,-1.1515948359361008
19,-0.9346690087845682,4.831305796148247,1.2784221899514585,1.2134270493962942,-0.5336775974769639,0.8116489617165853,-0.6961132230454858,1.3766198861859908,-0.35713853607809437,0.46069294147038103,-0.6019754686145163,-0.1310204865301108,0.35598844896463644,0.06420406596229285
20,-0.2609869368659616,4.670958588611617,0.8499768090325458,1.6144789528406787,-0.13285430488433742,1.2455211330960996,-0.05709276789826169,1.1453607941898998,-0.4768248321743269,0.24951566872232744,-0.06323139030084023,-0.6766175176512915,0.13384320559147406,0.1618974666941936
21,0.9526612569229108,4.733027453199119,0.10462391532514162,0.9651722531861293,0.4163311031407898,1.3519075468438977,0.8890799529886141,1.686663188861964,0.1293132672761576,0.18304719310899406,0.7669753896140028,-1.0221140915624656,0.13877701891457347,1.3531207378894856
22,1.732978637908305,4.841932938686228,-1.2546766942567735,-0.5733821106996687,0.8195926146742746,1.4232813723845523,1.6805928169783664,1.0407585494681217,1.6218607239080156,0.16274042237946112,0.31357107044235827,0.9339325789658716,0.084164195928982,0.19732500965060182
