,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16
0,-5.867057640598265,-3.5368131925050745,4.340972725036103,4.068808910540256,-4.050397019916196,-0.7044670031272411,0.4263786863689065,-0.8137225738353417,0.45769983353933,0.2833991979685306,-0.46723230651665754,0.597318253633233,-0.6053337539000112,0.08191228185097726,-0.14218734487710116,0.13490833111049977
1,-5.913096085312297,-3.6973743533409316,4.630285310015546,3.545751877775112,-2.5997900676317607,-0.30116774365037785,-0.35837639545834993,-0.33694516427827426,0.5631420500918112,0.3520517914514391,-0.16655568134935497,-0.276474549591356,-0.3100119002106483,0.15793872327935174,-0.059847227760665124,0.06892836230727473
2,-5.621408889003455,-3.8800445304407996,4.327549003996059,1.3304560423391425,0.16723841702006656,0.12329745642621523,-1.1283062654120357,0.44212027902632167,-0.12567458451086047,-0.003416292091029602,0.6753121844334291,-0.7081731887418059,0.8751772237763872,0.11786790484003874,0.3907582603945381,-0.24760561786852506
3,-5.178172673923712,-3.484982138792338,3.511648680337904,-0.8240859471104025,1.762735912788345,0.320869433694753,-0.33669464867253845,0.6291546045170846,-0.21091457896315952,-0.4971007552754671,0.951302772714506,-0.8996161505175599,0.880654835508622,-0.015119553390083538,-0.05877862363067246,0.11112299820381398
4,-4.88913410404789,-3.4444570745413405,2.7383923443841423,-1.5147697409191443,3.015971390710861,0.10372778619253775,0.35625505461412404,0.5498712810451879,-0.41715967429790907,-0.6211306794689778,0.32957838011034524,0.6390895259706618,0.15272173935901792,0.2180274114233333,-0.331887471942957,0.5515633639499611
5,-4.611525793913678,-2.935742758088272,1.8607915119587257,-1.8033653000680703,3.38910500830266,0.39673574238088893,0.7381549698905063,0.19441448419008417,-0.41676482994073866,-0.08510634304801404,0.028597568515191647,1.4282420665036675,-0.47909116899284293,0.12493377249517532,0.19646060678377686,0.21326703524286603
6,-4.9861747320413325,-2.2966013172481032,0.7955440997115955,-2.3127421118860503,2.311803568750565,0.6227247915709581,0.8923631515781648,-0.003392440817990382,-0.3602998222095028,0.3434555963691502,-0.8387986043380443,0.843647014320954,-0.748153990512769,-0.1632623462023634,0.02362617973930421,-1.1112595989802372
7,-5.181832066083539,-1.3089253595349983,-1.6298884899858004,-2.8124781803743852,0.6108662163566253,1.607006770714858,1.9998857351834367,-0.7112688505660297,0.478033883899955,0.35012525138916334,-1.2640583310208497,-1.3656769885766091,-0.4642380994432599,-0.07209545406959357,-0.6119152960972503,-0.048754845998809235
8,-4.796586471303563,-0.7963146677424058,-2.6718152475924595,-2.7450795574254623,-0.980097488580789,1.399273791073319,1.5720311438277246,-0.7017424233800844,0.047913366360028624,-0.08909197453815514,-0.6745045383990068,-1.194373391866322,0.04181531523987666,0.11834517220330194,-0.008121396979343058,0.38670179955729034
9,-4.716952549467866,-0.450801222165729,-2.8187400369641495,-2.8263756327320735,-1.4712806759769104,0.5211140794225321,0.39799457123598647,-0.881133182070494,0.2625938525275674,-0.25022779720743377,0.5703865450706304,0.05822603055659776,0.8460365309597699,-0.47345171370224803,0.9729350246305033,0.23686031389119097
