,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15
0,-7.830164348890599,4.966265936907712,-2.158321653960301,0.08495224675297473,4.180085865073914,-0.8906849062587997,0.8670574603607291,2.225833439262728,1.2818684196252126,-1.677308472459478,-1.303250952053706,-0.2954574207890543,0.8161182609116451,-0.30631375005366696,0.004059125010316101
1,-7.223361399191405,4.775088811137138,-2.820191684866864,-0.5459396062538792,3.1425542107434707,-1.087755997663243,-0.49926582113658297,0.7913670001927062,0.3077139274992923,-0.41617710421867304,-0.11256809961947047,0.02855889262695813,-0.37609861797130406,-0.08262337025233649,0.09121040714052274
2,-6.736637289640647,4.81885420817217,-2.6607018728032448,-0.6824295316012597,1.6227701125282918,-0.6041541282347256,-0.27210148789638,-0.7215362099181416,-0.9342525089551561,0.058997827329859344,0.8481933280048052,-0.02808496039793712,-1.1380022867318895,0.941135047567327,0.018635657235671663
3,-5.971077284711405,3.7938457000812806,-1.6297195880496655,-0.3755141708912731,-0.6297449527992666,-0.10328446594577141,-0.08962130281685075,-1.9580726141533418,-1.9608439294444908,0.7699952112590559,1.4830136677540557,-0.46992893657096624,-0.1386772910427996,-0.11692744567465309,0.1372885022932793
4,-5.867724636565222,3.7432298065563563,-0.9419711640372275,-0.10458556384038784,-1.8636444863968011,-0.2654524003756669,0.1327544910051703,-1.9962026177104222,-1.6790155164740515,0.8884929806640758,0.4811261699044102,-0.29190402242391755,0.40656177581145586,-0.5829080455716754,-0.42796683856256157
5,-5.882988303628443,2.855227568340108,-1.0106284453055738,0.1515787389790594,-3.4396885194064306,0.5011540204887109,0.8411183021194373,-1.1280958444071232,-0.7441669906407493,0.20725115407675293,-0.24757221824303977,0.5742610561709848,0.38628668380785247,-0.37841256275644264,-0.10260108639903746
6,-5.642693377009883,1.9157184325440733,-0.6173186076116138,0.5101569105446285,-4.468750710436968,1.4875239344835913,1.0355792319007655,0.5906773082376312,0.9137054658812586,-0.6404720070988597,-0.8733891096633982,0.4698877346127761,1.224094800049968,0.60001034031887,1.0098108561309438
7,-5.086550063386118,0.6024492334357611,1.3109202222439422,0.07592024553530305,-3.617143663870828,0.9197043551159769,-0.004112968617234404,2.0992356213650547,2.024883326829171,0.04216485345396485,-0.729741556098648,-0.04125869283543305,-0.5058473767369012,0.22035279590190301,-0.7882054934167391
8,-4.693185419588503,-1.2961447321974877,2.8310231150440264,-0.5419771394925275,-1.6384545953424778,-0.12813388579424084,-1.133488638846907,1.9261611925591842,1.9105374739357608,0.6956509133036832,0.444018628389935,-0.20825257335233174,-1.2829145592176014,0.07129030313411842,-0.8617527195329385
9,-4.121685144037318,-2.278515122073725,3.9165518185002726,-0.34696076650985835,0.4201624148082412,1.0013117521009314,-1.6781958331267979,1.516272922920119,0.5589990398787185,1.277353468359626,1.0454924082489157,-0.37504086670499004,-0.544355879788917,-0.5342889247156566,1.3613702506986889
10,-3.7660853404327788,-2.819071205159146,4.932865567864452,-0.1394624186478972,1.489859798386648,1.589560916591742,-1.248589146703566,1.0757990576072645,-1.3286884130907797,0.8848302585185616,0.027606760987259466,-0.0796757506680872,0.30371488084920834,-0.3788817131687505,0.543225460896812
11,-3.380426523308322,-2.8796890719024755,5.538917791950973,-0.18309871543099465,2.1013777802772733,1.9696107047484195,-0.3662754448247989,0.08452078843317275,-2.125261873711164,0.08942833347634932,-0.8309235674522133,0.4372387243977983,0.7850946856152287,-0.3275262984727199,-0.8657776320690662
12,-2.480899348447644,-3.228413390223594,4.64792018859635,-1.02534872035914,1.525541814105262,1.247192088611007,1.132799172506648,-1.194413996178591,-0.8446502773778575,-0.5627495421056632,-0.180109102020281,0.2228672300266182,0.23334134983777136,0.8547426940493704,-0.45787945224418564
13,-1.3490740789462181,-4.0175293717362655,2.7063906756408067,-1.7163642129802115,0.6265314565599592,-0.020133984950052853,1.9713295701152123,-2.2495891817473246,1.2234549370951668,-1.698905914804477,0.7349022146836567,0.7283153861794879,-0.2518675751575572,1.150712003650786,0.5179846902889167
14,-0.699094287156569,-3.3953791039245265,1.2701508150008474,-1.8694819152328126,-0.2313229630304233,-2.0464484110572974,1.2577015412619303,-1.773122828077209,1.5461517387559216,-1.2772207518265855,0.3529818005401799,0.18141925013925544,-0.34111294121515995,-0.3736443806849234,0.0377707199761335
15,-0.168042937208049,-3.5629983311560074,0.6648993077945173,-1.0897914312668902,-0.4693718461101502,-3.488308528235933,0.30559992187956003,-1.2367610334211285,0.7148597619688773,-0.9716741711252859,-0.4727828005177876,0.01008375778036074,0.05172667532351484,-1.4914554240095073,-0.2595881073282007
16,-0.01848479513320314,-4.092379716209116,-0.056074052738940186,0.18915925660552949,-0.7136942942067489,-3.947746240867302,-1.3494665937576653,-0.45008351267401664,-0.0893817900526109,0.47893475349357884,-0.4019938395712303,-0.548351785166923,0.19213773560433017,-0.48142613319110306,0.3062749143666154
17,-0.15894012867622584,-4.688136362814086,-1.0159141078834575,1.6364532646031995,-0.374297215938595,-3.1996401104170906,-1.1825854404625342,-0.04971687334805356,-0.6087521832454797,0.8940011381644212,-0.5880785384418552,-0.921083473008636,0.6072023960243118,0.9300947869010324,0.17597453118580517
18,-0.3820819942190521,-4.654961473068776,-2.7715367135270426,3.1022185758911665,-0.04599439300576768,-1.7001080504538215,-1.4587908820701754,0.5757996908655745,-0.5542534182631577,0.41451620315617776,-0.2502866861843741,0.1258036470130345,0.09137983041339466,1.0321330473462105,-0.4748022409313546
19,-0.21790132274672852,-4.334628477001774,-3.6829358303069153,3.6438451501779103,0.7143211836414328,0.7548600945083109,-1.3682423197921336,0.3227986586252288,-0.009064354116960426,-0.2545198503323918,0.44727747942091584,0.9860139315285292,0.05650141383603245,0.03516009080590739,-0.2335104154715244
20,0.5649785115620338,-3.6123962474385314,-3.5874498980442087,2.839291770143436,1.0180725239668829,1.890483461656726,-0.5495951774510333,-0.44987652919244514,0.7713482059358822,-0.4914489358864228,1.2269076096262685,1.0771990773439954,0.053871282980741925,-0.475229299810544,0.020297670470734358
21,1.8183720584917515,-2.7116172584459326,-3.0503294045265643,1.8470047885440382,0.2504045575679273,2.9244772034872897,0.6326265655844173,-0.6948468723194846,1.0419061735458666,-0.5845937260834771,0.7203433426347694,-0.6761692596836565,-0.06929002168255402,-0.5030875645046221,0.22063828843500602
22,2.6169709965146994,-2.097979296122136,-2.2876022693125817,0.9701538117313111,0.18825557765207712,2.693242763994843,1.637952238648303,-0.7099952319941022,0.4208814916385183,-0.2505966055713245,-0.5037519441912564,-1.638774513121562,-0.21411914966643933,-0.47040281754743657,-0.08469151603309988
23,2.974807575511526,-1.76061342934731,-1.7457847636954182,-0.21493227625885547,0.3243347677061954,1.6844435569926197,2.481049309976596,-0.15965283623130233,-0.5812586655204424,0.7427672880055773,-1.146055856106624,-1.3785594468254645,-0.6058361279964505,-0.04762437746707465,-0.11877822966601723
24,3.3567974824025177,-1.606225869737751,-1.9910054677820144,-1.132966503192149,0.4240712399813346,-0.13434126420599693,3.184191057882197,0.5748559327263214,-1.0709972589159935,1.4708039529847499,-1.3141445762436492,0.3639929493745818,-0.5222683569823633,0.37275081368137275,0.08988492161587522
25,4.131458463662382,-1.1355795829896569,-2.3676115815697085,-2.1277601098109535,0.4403274488029612,-0.9865207774208709,2.4814072633405817,1.5299777507670786,-0.4547814765890624,1.7898607179237884,-0.31635180925067635,1.3256354857915826,-0.27781055905429636,-0.23239674793740966,0.6719283433825369
26,5.402480354903248,-0.8166159720872602,-2.2312309888519075,-3.2415650831977394,-0.38662042435885846,-0.27384826851486277,0.7536244824905307,2.447989592873858,-0.5564934557961095,-0.0455518508805876,2.0813593871510863,0.26635675712318907,0.8486017768858133,0.10434739323827742,-0.5342213651677464
27,5.656397022937568,-0.13037519654066465,-1.8126755339862528,-3.270085388851334,-0.9568775289488746,0.30829538738075957,-0.7115286579375716,2.012952736424776,-0.9349597713812855,-1.0871495053698825,1.0062627366318597,-0.34094751684862423,0.5377744539624063,-0.14236261936334915,-0.3454948378439046
28,5.523988498290309,1.059902423034629,-0.5379028894797627,-1.9320510560481945,-1.1238037165601633,0.7367756005500381,-2.791734936720872,0.0012989342956911036,-1.197949613227996,-1.92268471087922,-0.4875726614980578,-0.6180452462617599,-0.5455852187612851,0.3692621136528829,0.0384462053355666
29,5.6662643289789205,1.7620018125906938,-0.5849478235466318,-1.4397776464400482,-0.45367750980777705,0.8098451773166815,-3.080523345147678,-0.6140848712798695,-0.9997878196761844,-1.3418761719632786,-1.2901654715642705,-0.0058025765152462045,-0.2918553634491561,0.12995537877066227,0.4934866182894091
30,5.114120625309791,2.9004125387445097,-0.43517034924366743,-0.7104118789945026,0.24819262654720153,1.0572117341002607,-2.586626594883635,-0.9785896793525556,0.583575387439005,0.7283274423691106,-1.040745016712383,1.079899723209909,-0.16122549916919338,-0.200460430982605,0.27069898109019597
31,5.0560108190815045,3.4668074042524055,-0.14579011254077204,-0.9915036702646797,0.9721040887819457,0.365085501546925,-1.5408522464830257,-1.4334134766995177,2.1875229078058203,1.6471644422502418,-0.437210765861916,0.504474535804936,0.3611196353105168,0.04912469322084031,-0.13143643386835654
32,5.418315930183155,4.332235260326774,1.4627738037184166,-0.4415207808763454,1.2547540459077149,0.2992319350210734,-0.3848328031283623,-1.787899699131033,2.326482568378981,1.5961775732332482,0.27818388846937386,-0.22872139075475276,0.6433739847590157,0.24987291593588873,-0.7117307205442802
33,5.974340387962667,4.37029596753659,3.577842681078126,2.0651101787939647,0.4721163326029978,-1.009070525466302,0.907384143841912,0.4534776316466094,0.8895560282366021,0.22524585807360017,1.0309264749505545,-1.2381212647544162,0.673142467133211,0.5793794440413567,0.4108594142193647
34,6.168415250149144,4.776319332585794,3.8112444342223086,3.203086368811477,-0.37307069585603336,-1.341613799271582,1.3080489429729159,0.8958956204103241,-0.6236716682328641,-0.8635627667558233,0.415187151104569,0.08833305143429228,-0.28140709991248436,-0.2540682213665933,0.39245194406326617
35,6.233379716983114,4.980594773930232,3.471314382015307,3.8045972793279326,-0.629680329565564,-1.0127644435623497,1.3662059459169023,0.46104002862234217,-1.4052158697376604,-0.8154722827349897,-0.09708847720777727,0.9138385061254686,-0.7237701645800702,-0.31028373468573306,-0.4138604130466475
