,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13
0,-9.376214446281065,-2.8691902612714215,4.094713143667045,0.6583114130459824,2.763484800778455,-0.49286297212243885,2.3293054058634186,-0.8197389230783918,-0.9981738766085032,-0.06254672154468746,-0.48343110513585,0.45951604939289714,-0.6210058814417383
1,-8.906223851436119,-2.9862511443012103,3.86200566870903,-0.4135681487985196,1.2380374419811069,0.19042601850591512,1.5670194271812694,-0.8372407431409702,-0.005928216924290169,0.37401334803255654,-0.1924617581847886,-0.2985936353967275,0.14411142525155152
2,-8.440658199762247,-3.1392025163420096,2.7888380551666296,-0.8600212377856874,0.2457660481666008,0.7766351309004309,0.022293637912901027,-0.25435676338577956,1.0445859486866171,0.9705284601851912,0.8163513725673394,-0.49694310712346956,0.6779268139371482
3,-7.934783202926053,-2.70564299950121,0.7788130043625494,-0.800863810945975,-1.214330334623324,0.971241801420557,-2.048492198569265,0.9053341239888332,1.3609580592824053,0.5326239998205303,0.7871992601370893,0.5290548137266909,0.3319253641338349
4,-7.229624788404898,-2.425732942278594,0.23650638867262416,-0.4182822135127478,-1.1423017348858637,0.620383793682442,-2.2570252557370587,1.575607299790125,0.35101177671250366,0.29901271608143976,0.09849715054212542,0.5486628929743208,-0.41927587882962397
5,-6.66580278185255,-2.29260936188278,0.087337861626371,0.2843127762845202,-0.8436738644128143,-0.011250646715409355,-1.7562026747200536,1.2247401460788718,-0.9296218125246022,-0.160194519418474,-0.5116991308101062,-0.23497114657967585,-0.4125343772557807
6,-6.28620135854286,-1.7874912911260212,0.0978879880341172,0.8346689011318422,-1.0494730860836488,0.5610647645421081,-1.2154017991847208,1.2131298626322289,-1.5164523567350838,-0.8646786909168082,-0.4838759868794493,-0.22570296363240644,0.0635101565032917
7,-6.2793690685258525,-0.6006981542859743,-1.0344132796134213,1.13194044945154,-0.10623009624290913,-1.2086965122375894,-0.34379785072328306,0.3644906337187693,-0.680989903484542,-1.7800549795588883,-0.5007998498059352,-0.7485062652895046,0.45808925045135507
8,-6.268928023971237,-0.15946954979765793,-1.740777694676587,0.9510113310145003,0.7676898317944647,-1.9205296684304523,-0.1326646774294156,-0.004256218872009333,0.5467652012061817,-1.6070264200425644,0.5166909663241694,0.15952017533814122,0.40542762118462744
9,-5.705718704922158,0.5468284886337842,-2.8767615068861048,0.45426785455336993,0.4915306750715023,-2.682671542931587,0.11010615247132573,-1.353524649593034,0.8677618687715584,-0.1897634495227395,0.9048830474382277,0.21682323065958134,-0.22317915994164614
10,-5.1895041398820005,0.5664579887305456,-2.6617268022150555,-0.17987717972105535,-0.4489339540037464,-2.5001263323467544,0.006991488387149667,-1.393317579505212,0.977080214360345,0.38837012733354115,0.006989923037518912,0.15519504604743084,-0.33796384107880284
11,-4.345063981871184,0.4620565470367394,-2.0421444462669434,-0.9412761656040814,-1.9072996062284044,-1.1581513437696969,1.07987845616028,-1.0015611748637223,0.31354608954802676,1.145845015201222,-0.816222042959848,0.005053092200727971,-0.05899876200869003
12,-3.5484968117327704,0.5554448635480135,-2.195483426964758,-1.5974168078667366,-2.3184496063606073,-0.1182637882520651,1.5779931904429132,-0.2298277869848289,-1.0220642731117249,0.7684077031929201,-1.1840200846116804,0.13744534827986823,0.06515566576702778
13,-2.487752492429278,1.3609017040410782,-2.7898995436451237,-1.3355817471682898,-0.5538104916178932,1.1553744515405744,1.7593739567945657,1.060048511640607,-1.0512420248171817,0.39143290720733187,-0.326138720673765,0.35411697889575094,0.20839459689588025
14,-1.9935317577135871,1.970235332675079,-2.570271071929044,-0.5177160186782469,1.0439516818478705,1.646144163269192,1.9377110246028286,1.8603820626857797,-0.5639993408095089,-0.2557623850004965,1.198413326265715,0.07666937250708995,0.14753343113574244
15,-1.6261552253897167,2.6594909841469794,-2.024994421595079,0.7078090923569595,1.2875635543001422,1.4897250036527137,1.6274675494479025,1.3041865488950242,0.3615073505404123,0.2100967053047166,0.9507228413821043,0.0785119701611522,-0.2932635646684255
16,-0.6080214748782259,2.8024925712503994,-0.9417476889841093,1.93450904225747,1.06605777029327,1.7413571304462072,0.19950169601425913,0.9443173092274747,1.39927933682039,-0.0010818469943351132,-0.31290859496559564,-0.06985846907647761,-0.6638569626948191
17,-0.6388806136913465,2.8128514743168287,-0.6361272687985233,2.608726562995774,0.5251936094150532,1.4242661154543608,-0.34148990007496266,-0.5515696597745066,0.766502166498059,0.5145022079199412,-0.7525107857028532,-1.012511746137535,0.6300680741499876
18,-0.2642487370508577,3.1925006555649067,-0.002887024000462014,2.1328984946913354,0.3272473772425993,1.4072012209348392,-0.710689277518023,-1.386327944919145,0.0019677777674003264,0.2990836664808501,-0.7442495180316169,-0.4874349345202484,0.44044679572003004
19,0.5740946225572979,3.1396771002346977,0.2737491117303308,1.2207149413742588,0.042372803276311675,1.276492819745161,-1.1896557014246685,-1.677235138786262,-0.2970628079933173,0.1968403264597854,-0.26242152245330735,0.2980857675510954,-0.315469471900448
20,0.7608531640993953,2.9774093014398293,0.43403932161663844,0.017372027103633524,-0.27003958481187623,1.078100489270394,-1.5340196471884027,-1.843774319677579,-0.6365467328216555,-0.12530986354329987,0.444387870737774,0.44831292678114626,-0.9457857459897323
