,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24
0,2.636211072622103,-5.651500168857086,2.9731681575354427,0.8707124360138129,4.0572430222770635,3.1197730242077397,4.374021908678948,-1.2933748912465315,-2.0240357151724098,-0.12576736397036517,0.07113549226080398,-0.41277083189745334,-0.19489326235732798,1.1479045689217848,-0.8053193145459558,-0.6195593623709627,1.198081178078633,0.12615353163658552,-0.04413924384990059,-0.18013193578712164,0.10297073825842012,-0.9718072880215345,-0.36355461198485134,-0.2951117452960183
1,2.420798372164594,-4.38432745155839,1.5008694023002216,0.127452289823874,1.9499672033307514,3.148614900451314,0.9641636440120606,1.128884925355594,1.4070191219486017,0.26953178679832773,-0.0702689755947721,-0.38028159345518503,1.0848295321600303,-0.1724094452365461,1.032646895672045,1.158570080464799,0.2536698529615557,0.2554321623507137,-0.1459533441137773,1.0608611320840158,0.8304765470553652,1.1684767296822614,0.7502122018878978,0.5988899757015408
2,3.459922619270743,-3.5618815806150463,1.7704140263516244,-0.1475862306400715,0.5652966220066027,1.3323081331799784,-0.7080727726981942,3.078151438652673,0.6336111409910522,1.3019225061757187,-1.1402499726394282,-0.09192556515524938,1.250798664735329,-1.236391510403075,1.0815825619459583,-0.18282142183988792,-1.3995581048111359,-1.0231490660642457,-0.5767108894264957,-0.5727374393795622,-0.5785142993658148,-0.6150866114304134,0.08292201430041107,-0.4635860011097893
3,2.5941449139816637,-4.947468136916576,0.36619958096811844,-0.3653098805918385,-1.468258899806648,1.005520910350232,-2.0063740280265785,1.962043149094608,1.5445574666528068,-0.7853321358407412,-0.21585403593044136,1.0718457506839554,-1.4377313153179674,0.14689418274658234,-0.20671167478027053,0.1575503935225785,-0.33862418709561654,0.6401471206384511,-0.4529973613203142,-0.40800519260707246,-0.32500187501101063,-0.4538786973191581,-0.09571455594385318,0.2980845204470852
4,1.8409552201237718,-4.527035406992303,-0.10865750849840819,-0.9087645703797417,-1.7731821612222358,-1.033364733972061,-4.175299847323057,0.09046598451619868,0.1518433183723263,-1.4815866759674434,-0.6069004310367999,-0.822415267100007,-0.2773549627577137,0.931115230660638,-0.09710531275245793,0.533705960827792,0.6121030942910263,-0.808430263905983,0.35468531906274253,-0.6578543112559199,0.48692167562040595,-0.861426217311608,0.11375557787022954,0.39453511649408834
5,2.6029959407387944,-4.557107734251628,0.19664892910635798,-0.16071819039055096,-1.002022146390008,-0.6975960111652525,-2.926331096836336,-1.7885001714598985,-0.2674356644409981,-0.657622468874186,0.9322074236036366,0.15476936502395916,-1.343483707162798,1.0758826117301334,-0.4830954789567913,0.33349484317313355,0.5484640181883967,0.49118498337977995,-0.2756965414484556,0.2930972495255292,-0.9885299448975031,0.8265368740986135,-0.595110651299825,-0.5699777083175062
6,2.8590377650028476,-3.8510963271109238,0.34505840262992155,0.0011263462048191428,-2.2996871089029174,-0.5878858508425039,-0.4743983065454374,-3.2513323157205627,-0.08556943016194576,0.27640811089944783,1.41292743109529,0.353402732586354,0.6419725890993379,-1.019897306954677,0.8530639097354581,-2.193804509707033,-0.3675578172222268,-0.1738974409485866,0.092337606791073,-0.06331851154539136,0.11710234865353321,1.0015143507715791,0.43866760577616054,0.5076922815583519
7,3.9931305416977887,-2.4489117807436247,0.28212696850504165,0.35828945992136735,-0.1233985388274099,-3.6353257795239067,0.4333964366399501,-1.4549281803661867,-1.0256099558262426,0.29687430253850394,0.40290877648756135,-0.4579632910454867,0.9330791247285846,-2.1530316160244998,0.41513189546147694,1.2205435766448616,-0.2095338853791245,1.2937603950089662,0.9176015009858541,-0.11526975859774859,0.6222092680477452,-0.26543959797942107,-0.9923628736314195,-0.3470556887685579
8,2.5290138267560796,-1.2390878595929529,0.09192132465842129,0.0583261826997676,0.007439670768294725,-3.407342021361446,2.5392276375203284,-0.1238953356976312,-0.23993794688283887,0.518224459209369,1.1039570824670728,-0.3393333806300832,-0.2245497713543015,-0.7138864699281332,-1.1380631060018178,-0.1612554526871317,-0.01701750565486901,-2.51894608196934,0.8762520117655398,0.29562591513024095,-0.7257865563754031,-0.11315482276658101,0.4723410814997057,-0.058473037677857484
9,2.7811472515429276,-0.7176677973072766,-0.24287500624296057,1.3741646702962176,-0.5917002519704947,-4.411058756723759,1.6656185783036008,1.7710951201825411,-2.154243585058379,0.615983190915347,-0.6902923314580385,0.8409223727730071,0.35425706577884675,1.4493243826093831,-1.0819492856981134,-0.5096947756748996,-1.3666559740237927,0.8409054752660717,-1.5902897954819526,0.37671922962538085,0.9856649449724099,0.4248531647004678,0.4350428867855643,-0.21253004338682951
