,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17,PCA_18,PCA_19,PCA_20,PCA_21,PCA_22,PCA_23,PCA_24,PCA_25
0,-5.300799838777286,5.200133919498734,0.44885717860102536,-6.5458760591000775,1.5459561980329155,-1.6488446639227445,2.2920646268834246,-0.0867457232171766,-1.771476247808929,-0.8127282243526398,0.1505098368816993,1.894433997973554,1.0873128814063275,1.3786648372583268,0.24633346201728273,-1.1999214606930888,0.28042399971057186,0.8897909938022334,0.6802216097427077,0.20479515488205005,0.027420594990575947,0.2246988125742424,-0.23984907640532102,-0.2162172871629809,0.04208285968191322
1,-4.627529563999671,5.128112512839807,0.2477641358921061,-3.9720146293817327,1.6148770541416677,-0.9090344286853684,0.6174375180803279,0.47438556075566085,-0.647888978130977,0.8989781067432209,-0.3634036277872835,-1.0689467572994718,-1.2021074455846152,-0.6698134494278457,-0.8661586698780288,1.5348222238244815,-0.2903864235871613,-1.6754701380361336,-1.2777678492952445,-0.026766942623327124,-0.31135289065671556,0.5155047294813274,0.04039718633076203,0.4426135140474089,-0.6072101528053006
2,-3.423612724410248,4.096855342143544,0.9344866328193495,-1.0627324827226696,1.5844774921848004,0.7351576394119373,-0.3050695229870883,-0.01197473885982903,0.6502852200579107,0.159911250627595,3.4617059917885893,-1.1493230678011255,-1.1180265703156707,-0.9863975251777175,0.27795010260380754,0.46026357669882617,-0.15318570939812098,0.0969730127318668,1.0913025745094809,-0.23845479508066023,0.5252666310158154,-1.0899239698037684,0.6131062711798363,0.051871708251895125,-0.1963633022913551
3,-3.1317778107013474,3.3412796489811964,0.9204023661222904,-0.10158883734460171,-0.0020201784026481185,4.399074787345581,-1.90657120223051,-0.32223865462591744,1.6076103726097615,2.01880206934723,0.9349142423135655,0.38657755823199225,0.40174501723726347,-1.1597747878441604,0.08443631251094544,-1.1344093493134197,0.8994150691888375,0.13427173585481336,-0.3497473822195938,-0.6557579250616156,-0.500171602124682,0.8134722171621154,-0.23903808521191047,0.10499355187559249,0.7053301798092687
4,-2.07172723513716,2.1208016460573567,0.8211568171913076,0.6690488423025702,0.7487197748412975,4.1778927525576774,-1.9414884236944223,-1.412623662414327,0.11428186517729313,0.889172796359509,-0.20147180758690594,-1.0884417976571263,1.389796213291105,0.0895193341738863,1.2004875293922357,0.5550296222342415,-0.2849268594129704,0.9081368984599252,0.05028588194526849,1.3653966909743576,0.05319639495831832,-0.12655753636339545,-0.369027630484559,-0.31961204648732716,-0.3411219015906921
5,-3.190121575721047,1.1505907539087952,3.34920846740259,1.0701754859061938,0.1438332914745359,2.4081113971432155,0.07153640757283519,-1.86392201470935,0.5818429060078618,0.048683559213912375,-3.489694245357828,0.27486010679307576,-0.5089411061103017,1.6010539962881591,0.23853576306150628,1.2778156163012069,-0.005646307027187074,0.31688711921840074,0.9318704303735283,-0.9533161411993593,0.37323802435790376,-0.3067662714490983,0.2647889002120808,0.3169160176613028,0.04010732953660465
6,-4.460404563587244,1.2374263024585466,3.9889001224557847,1.9671516981399035,-0.94916577285042,0.5330902217818602,1.8501761580592988,0.21258526038974737,0.6527159371340168,-1.2586271312109474,-2.013132636539202,0.4504061202570589,-1.2682127603608506,-1.0755233014921726,-1.0088735972911065,-0.47155951938780105,-1.182860194028008,-0.30377153063589213,-0.39112082416485416,0.5144634202326311,-0.8233133599894841,-0.20318964026975894,-0.5546392458461747,-0.7065142873405623,0.0767255731105465
7,-4.328019162613789,0.5363161280408886,4.770711502121633,2.917861255532015,-2.571493061891761,-1.0967315322913964,0.024148654708680026,0.39366345730719143,-0.15315383844051822,-3.226445596587703,1.1214908278783307,-0.9687207828956977,0.7094992222486953,-0.3486702089778101,0.5310704770463878,-1.4137468921427006,0.6639862951593373,-0.7596082624649974,0.16570825650052282,0.8750850355119829,0.16596412965388233,0.20539265960653275,0.40723783592114565,0.30754538483757915,-0.19559983925980612
8,-4.733585963310021,0.559067309032643,2.4608847318095393,2.9948418814312214,-3.406852922500345,-2.106916464286225,-0.3528620228292962,1.341162721115097,-0.5273618023671767,0.7818964589084193,0.866776585202774,-0.13077129514907376,0.2933049952069408,1.1611168817276,-0.6415042654409061,0.298161664926781,0.04938861214961485,0.3041736088324947,-0.3039490981294937,-1.4576549611262337,0.2509742616470772,0.8735821948700463,0.0964502994823338,0.20190102177177094,0.42432557627718603
9,-4.146784048458068,-0.3888570442061468,-0.4156707950795237,2.698102052065237,-1.5741531977960221,-1.6200767526901922,-1.4702770073082103,0.640935468381967,-1.7757414880832487,1.6974141679896562,1.0221929353514938,1.4329273925717505,-0.006032666341905964,-0.1209825177131822,-0.32779435182958516,0.8955633994259306,0.5454581571721255,1.3134709520960888,-1.1329530205224494,0.150750466999622,-0.17605181146907573,-0.9474184947904484,-0.47070626955327977,-0.3021534957649636,-0.6063582620234952
