,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14,PCA_15,PCA_16,PCA_17
0,-5.248254238114238,-4.644071020289611,-4.382305186666433,2.4181215057497925,-1.6223808544349947,-0.6249894622127515,0.568686560801646,-3.0429374525387027,0.6728292834044175,-0.8231445683136499,0.11622021142100639,0.8774524795598497,1.8417744733382437,-0.2983576306264847,0.08645809684817615,-0.19954178887775903,0.011021166269769442
1,-5.006297443595509,-4.752753137113937,-4.947246897003996,2.371889916100416,-1.6271726298768694,-0.8765094555312012,1.1975216973669427,-1.251243121450511,0.6502142342411248,0.001480742194067123,0.03181356977313449,-0.15668894624665528,-0.5196978943444321,0.0774451682686154,0.15203467663479883,-0.2138369361932942,-0.04909695757980062
2,-4.7958143021555175,-4.318789827413643,-4.350647481736302,1.6585481514972875,-1.3377230464209722,-0.7869635969580052,0.8455934378463219,0.45972345029277784,0.35907529874071276,0.9482975085115155,-0.19573343438915233,-0.793314024663219,-1.7570413076865619,0.3343212881305931,-0.24931063609647028,0.2921635909232168,0.07646014332766458
3,-4.657624591601444,-3.655379781681429,-2.4467821997832413,0.42504953062458234,-0.4733765041331415,0.23768237530008585,-0.29876769522728636,2.158752274136528,-0.11871769205680503,0.59347101904611,-0.4049848600307635,-0.34921285158839316,-0.6927390298730697,0.3508137891403916,-0.39730983273247034,0.143928902216103,-0.033582396086954514
4,-4.605887508471927,-3.57445147037651,-1.5041304446017152,-0.6105176551196088,0.16168753613297127,0.3214434439648146,-1.0066030602301121,2.5883309860776538,-0.6184424618495553,-0.08974454968718157,0.04049221664121199,-0.009379195027990216,0.8754052814638773,-0.003402751132236419,0.002240910496344185,-0.5126089719949734,0.36632490744864277
5,-4.599670233544634,-3.397571746175073,-0.6449144949407847,-1.09409263428993,1.338877812379311,0.5260494564415304,-1.713350618349284,2.389087582805811,-1.0145436330444628,-0.4114187542923708,0.11680293634580308,-0.11973069938162702,0.9567609442254623,-0.1627413512266548,0.3649910822604007,-0.08453493322632355,-0.1314288151479388
6,-4.272865720688642,-2.503881952098157,0.006134088333914014,-1.691664235097313,1.917149983755819,0.5814068658291627,-2.1382631206369416,0.2328803389331961,-0.15928454121754443,-0.3176626056571503,-0.21045161609830917,0.19945500068919303,0.25747026678281676,-0.5422974459699288,0.4095373209403201,0.6579240034696742,-0.47194985643512544
7,-3.82318444770334,-1.1689212296970604,1.029547615447726,-2.2386701756978598,3.068754858997492,1.0119533561417353,-1.8479125180161247,-0.9550753619365424,0.19965395544066034,-0.3032426982707709,-0.018023133190707648,0.22766800896338635,-0.3352603168153513,0.031508247831862034,-0.2005004060739893,0.36994772254858566,0.15077991852135397
8,-3.5421398071197157,-0.3773546681773803,1.8234476710288041,-2.065912957072437,3.054869643786795,0.7749109717098402,-1.5988128093040808,-2.2201870646837425,0.6181315458300379,0.11757106125035839,-0.32659940909921753,0.2723775387314825,-0.5281272609597625,-0.01138094732016845,-0.4933276121543911,0.10330336336884624,0.31570325989714837
9,-3.6152118304613206,0.27061029307696444,3.0489916101059804,-2.142713267221068,1.981965031701833,0.4169105114946057,-0.31693436423326493,-1.5904647566683292,0.7457707047339052,0.89687921244052,0.18893781094892076,-0.485256541625616,-0.7807350929395847,0.013109301323579113,0.2687493562580601,-0.45913681232773274,-0.14019227038610177
10,-3.638753009139516,0.14044143344098628,3.5343393879568947,-2.4375094695928134,1.349375535820714,0.06094535088258075,2.1023536977501065,-0.12157186153662262,1.110060102477433,-0.19351130469819583,0.4589213621524282,-0.5129020067492658,0.02775571856337369,0.12053927833662567,0.15003703277222788,-1.0730621768895792,-0.35796341321911784
11,-3.585667876788645,0.7489676224736789,3.3255488748773505,-2.5726394784172233,0.007191546466046003,-1.2255647424973737,3.4638840950854375,1.0406328234754652,0.21605125564476685,-1.0877606859489533,1.189063416032895,0.0040555384555396295,0.37629951757938906,0.4371211822515958,-0.6370158674747988,-0.5320311704094267,0.007311747907842871
12,-3.2138894745496063,1.0963546164760178,2.832894932887282,-1.3614853620533272,-0.545580346852498,-1.6871685857457526,2.4966196352286403,0.26993511788776675,-0.9291267899267025,-0.07131632431438063,0.900631155665814,0.3324215988551915,-0.2668673390724173,-0.3422566292755199,0.30674544222630323,1.1665369566857977,-0.009447748311360915
13,-3.2953486124177473,1.8815444624768325,3.099761355757301,-0.283317706984355,-1.9366331887119714,-1.7622152050015418,1.2948839666067964,-0.15458927692845564,-0.9886706099614432,0.10046455732962888,-0.7130114772292683,0.24820965599140743,-0.031595032836197766,0.007264395501486053,0.2586443853386058,1.0311721743380906,0.09351758718764194
14,-2.90759980469823,2.3743022370639997,3.369093625094173,-0.312857284341518,-2.103347897954454,-1.0798047926084133,0.10125389578158343,-0.31754392501559087,-1.1966401232685124,0.3126821262468126,-1.288080632083967,0.42449920199067626,0.5641989126032654,-0.048144674002345116,0.13174786134274566,0.10934195177218672,0.4086506893392401
15,-2.201052709679713,3.1012607798263403,3.1010278510086535,-0.1293539023113485,-2.7247977280769193,-1.0497545050256523,-1.350966397736758,-0.7331888526175341,-1.0097166979849688,1.3295477201898382,-1.1131974034461187,-0.06555271933483499,-0.20777956827111138,-0.03812419237812517,-0.0666047435457741,-0.7181515018301436,0.23334382884661714
