,PCA_1,PCA_2,PCA_3,PCA_4,PCA_5,PCA_6,PCA_7,PCA_8,PCA_9,PCA_10,PCA_11,PCA_12,PCA_13,PCA_14
0,-9.84223602810355,-4.24584743515655,-0.4523527709588884,-3.3496886327253055,-0.4787882960056807,2.5801008595508272,0.7264167832514176,1.4915124046841508,-0.9815592832081101,0.10559828311289499,-0.9118160535567179,0.5520141397137271,-0.06835426384188399,-0.5206435129520852
1,-9.189353730355657,-3.9332650543058505,-0.9977611245334564,-3.1841958454206996,-0.38534317791772416,1.6584554239417968,0.4674821064017183,1.087356982358767,-0.16968121730029306,0.13383638848231152,0.49975504477838856,0.17424503594972365,0.22636002262569588,-0.21111617075285255
2,-8.848269908876578,-3.994216078308723,-1.8301124500742367,-2.645421398637374,-0.3652589000625718,-0.495877536816056,-0.5656784661432044,-0.1250036061423446,1.0745401948869728,-0.7873884316816567,1.6990336860421438,-1.0870336454499965,-0.06080446574713972,0.509461554506357
3,-8.650984306397419,-3.5863375481810778,-1.3627771058819484,0.10061773239313482,-0.08444973311260227,-2.0927323573879426,-0.6684530361864885,-1.3807240891826815,0.42954610917862696,0.49159404554011754,0.35106911380104966,0.6695249479631965,0.5956905951163923,0.2806213890817085
4,-8.510058133077704,-3.061718481341128,-1.021904120892442,0.6467294761578454,0.3871901576062772,-1.609307472498611,-0.11149308101759446,-1.419306094235481,-0.044851375876745744,0.5415694200360346,-1.2386049754942128,0.5821874886176697,-0.23155403112525358,0.10895242783947626
5,-7.772876583553272,-2.646301369129955,-0.9801194692624853,1.8400848976796729,1.2368010738972697,-1.558305732422359,0.01336099286860349,-1.3015067592733671,0.17503498492782438,0.7484427701215148,-0.2830157621359803,-0.10751655527336491,-0.606021953088179,-0.3783248389760679
6,-6.616723520502457,-1.812090960920589,0.25781758409514743,3.32099751612249,0.7317246455828749,0.2578026436334149,-0.8217023531680384,-0.10298048562657414,-0.37171750989671637,-0.8586384396843266,-0.5175903472882237,-0.7188259528464164,-0.5153233395778762,0.0435679040065597
7,-5.4463425408197175,-0.24841663021533447,1.257146828099164,3.4691306328821363,0.6839487027162694,0.4935341081063817,-0.14343541916749805,0.6083710726884294,-0.31120614007498976,-0.9576579778077462,-0.19128794988213133,-0.8621452947861074,0.41926020992776597,-0.2511728388900001
8,-4.782200612207756,0.7455125966464098,2.102882022522799,3.3024601441074273,0.5099587004875696,0.46853510843882645,-0.1503294644322449,0.9301383488759277,-0.3357175242727693,-0.6353219144596196,-0.21459903416805842,-0.004873204783256303,0.6166469145254624,0.2297299265387955
9,-3.8508512077560595,1.4879597520973085,2.2970669148607756,2.638970179325128,-0.017274641915638253,0.5019093742152605,0.6294154835998496,0.8367857501960843,0.007768730700369731,-0.07021676116980385,0.11728766007300907,0.5951001547534804,0.45183993368517195,0.3353894223418439
10,-3.379619939579709,2.492486248489494,2.6427480933039003,1.467434062114473,-0.4516833292575752,0.8693472873460015,0.9143273394297339,0.7627997971515044,0.6146703594088883,0.755622215264329,0.45963062170616786,0.038092314017889435,-0.32519941602752384,0.2975813170957518
11,-2.90872141321591,3.120286371063225,2.9774390089659013,1.401469644928606,-0.5553353382913306,1.0027847222776551,1.35823281701739,0.18980115880664647,0.9357923601130363,0.873034647877786,0.9419821578098999,0.3030690914748293,-0.31510426051078533,-0.18623509549790218
12,-2.523903862755218,4.237047367688824,2.669908619427263,-0.005350165952635726,-2.2219724403071646,-0.4131374912075158,0.3372981594638791,-0.949368170430195,-0.27640911025001996,0.7990978404281147,0.890933653603956,-0.036701184453602764,-0.5562652172834325,-0.35315348324401635
13,-1.7363761434314031,4.631936718405136,2.127481133623558,-1.5554346969854511,-3.190186239905501,-0.4130609856272535,-0.31444781673514605,-1.352284150393857,-0.8277693937260504,-0.1367993767826994,-0.35366298237284577,-0.02663240841143808,0.632472154721199,-0.7642718075651915
14,-1.321705000841838,4.4399389035205665,2.0197197658268706,-2.4273344228146962,-2.7971949949079256,-0.5476893898524656,-1.211551098191702,-0.7456686215894528,-1.258960500774149,-0.48530214551093964,-0.35192384062979387,-0.48431870645326963,-0.02332578671227503,0.22677713563797713
15,-1.176637081850852,3.905755826233254,1.4586984745232043,-2.0307087494024296,-0.6380000401210543,-0.3084158484063155,-0.9118689248297144,0.1655890564806485,0.06327316859518108,-0.9444334424219225,-0.23239693567022363,0.3607685359124449,-0.9002973266550625,1.0510434341875101
16,-0.3068146239809402,4.260702235766611,0.4404661867998665,-1.9879507657944457,1.0505617674517866,-0.432774634189572,-0.37834478902446345,0.9688061911802952,1.4428625285058767,0.23304655961119486,-0.8894320876296624,-0.18871483835748115,-0.048512176225989447,0.3118588928934859
17,0.37115881489640556,3.935120549418729,-0.03050188937039823,-1.6406545141268356,1.6622722560310603,-0.6109507810282173,-0.3327458923373686,0.36745160136588867,1.94361173536266,0.012528450377733088,-0.7822471000724628,-0.10486489014657116,0.754888252681272,-0.4424271546655678
18,0.9478891170203337,3.5690822096015142,-0.939185998325762,-1.0905720170750237,3.0780714690976696,-1.8251489825815042,0.7105604533514702,0.6283095331694445,0.1682331249386327,-0.6945537809879211,0.33197808664061845,0.3815127049121034,0.6161210163001983,-0.4043727092272597
19,1.4104433647143102,3.235540819148479,-1.6129206926289892,-0.637830558498139,3.1064991153854145,-1.6955662381940562,1.177775721491552,0.386745524188297,-0.9662711933724041,-0.5646893424441276,0.42351095467465727,0.5651505095078736,-0.42738038496377,-0.2922408813584847
20,1.946575911722218,2.7136073745899325,-2.482296789837205,-0.5853687128790542,3.308049187467818,-0.30280622785877304,0.9121379637743041,0.1788982164309775,-1.4799859526212396,0.3035486013830514,0.266855334508533,-0.5112394478207117,-0.599000239566513,0.17830368094112498
21,2.6676040023846443,2.3332258423748926,-2.155517841441469,-0.08266056127454753,2.153592630381804,1.13578276944496,-0.6664091625122014,-0.19150951998631785,-0.8454418121093568,1.158322143965689,0.0220431421714717,-0.8278215742444457,0.21326215015299554,-0.06745916640530589
22,3.027201286666397,1.6503993714179859,-2.387800769657777,0.14415247901775124,1.0122272697754953,1.781274367965768,-1.0060767149308751,-0.7167219186748488,-0.4556448910226652,0.8673879895995361,0.28909877350778784,-0.37969760075735265,0.45022758438672744,0.23663355428280963
23,3.520381986923989,1.5347034320300974,-2.8068068089607503,0.8572713493798949,-0.0031334078654430986,2.3573573620217187,-0.46548334206017333,-1.189672576124829,0.03140243506098763,0.017156307353025108,0.04152669787735155,0.5684613078049593,0.4755564476366494,0.5960541216308937
24,4.318189487827848,1.1349356803781927,-2.971770512945763,0.8665850121162286,-0.4020594620857752,1.8837292677256077,-0.9686258659487237,-1.0812269421525567,0.5741217443697163,-0.5122090998188676,0.28220718638034265,0.57457364367868,0.1870753615868567,-0.21799543946400637
25,4.1566643247894985,0.419317699328846,-3.1794525242741005,0.9516065117697036,-0.9555869578265298,1.3428726952638617,-0.46146295422199357,-0.5250036546711411,0.5936972297017483,-0.8599182807774375,-0.06116105641954285,0.630226942022276,-0.6553283900608303,-0.05298246207341251
26,4.996396626532337,-0.3164486662293215,-2.9012679984804577,0.8859456522024198,-2.182012923188381,-0.10745597144214437,0.8884836769150523,0.603503021368235,0.3901631311019786,-0.3621677512840546,-0.47424237163326854,0.057240226735091125,-0.8068653682309291,-0.376791259368487
27,5.125397424731056,-0.7909622399512406,-2.269022761398429,0.6035903392532631,-2.1343080972861492,-0.43872038145740205,1.517543840847862,0.21428498261849083,0.4690516119639005,-0.03100594351461646,-0.10391505085457108,-0.14386189740598185,-0.2703258036335828,-0.2799048576182588
